hash,texto
d5b14ff1389ad8392e39087a970c9727,3.0
0e6d2a246924de0d73851b0d93a6c7bb,3.6
563570ddd7de71d51aefb4e29c1db135,3.2
4563448923daa104a879c572b6f5d433,3.4
29ca15cc2fa9445d2d1b183a33085703,3.5
7bae228e42e51bcade88fa7f6159f227,3.8
8307a6f4aa9aff3d8090f9e8bd5bf23e,4.0
fafefda15e3ede97570c458779aae8c9,3.5
9271470bb42e2e820e39896f1258a7de,
c43a522ad26507aec668c5502f7dd1ff,".
."
257edc6e63a04b5a44e7a80a18deaedb,4.5
7199ebe5f617ff5788cd4f5ee359f7c9,3.0
12c3fab4b9f26e0345d886b2be16583a,4.4
76038f0e5f6c4b8f8ced324db39348ae,4.4
7338ecae3470ae5419dd00cb7cd06009,4.3
303c984f98385dc27a2baaf429c929c2,7
33869bc9a7c420c5fb2e9dac5bd1e4ae,4.1
56d13239fcbe61fc64df3e0b0d1f9d21,3.4
5e808c07d5ac17dd6a08738f138b673f,4.1
e26d4ab1acf7dfc3df2f24b642764bc8,
0e597ca085d92c4973ff3b636a8eac04,3.7
f24234cc8b7db44c699e0abc5ab91411,45
15d576d720135468146ce79279a9923e,3.2
8b7b1f0c8139a92caa768c954dff28ee,4
9e24060deb28053a155f7fcc6740b3a8,2.9
3c8fdf2f1e92026c98a8bc13803213b5,4.3
86a475f1ec7147128abb19fd959a6fc1,"6
."
6ae37e2b53517dd31bd68acd10c41895,1
f2977e341ddfaec36e4aa3801ee95fa4,4.4
c0117641dc060cfe6e53cb21f0eb089d,4.9
effce1108d09ab806848f2aeb21f524f,4.3
4ee8b4dd2b4d13675d4dd157ecadc35a,4.9
3d50f349350666e073fe5a47c5a775b4,4.8
a8f905b3f00c7af81ef3e903b669f037,3.6
247c29e1d3b0683c63c324fcdae6412f,4.5
993957f1e38f4f470fd28388b80c5d3b,3.9
6f333b8ceb64d76a16583b57b511a9b4,3.2
a07d3c03623cb806b1fafc83f95e013e,3.6
d9f687483c420158c8f82c33fd27cbde,4.3
6ab11f1cfe8a2fe6161e861d3c1ae569,3.3
cdacff045a2d58c2f859ee3c625e6721,4.1
7c0618f7c3c587503b56e04195e6dafa,4.2
a3a401090fc68326f877f5f243f3db6f,4.6
c0ae7f2ee2e34e4502dbe256cb8bfac1,4.6
588505722f9cd2cac613bbd3a6b91fda,3.4
95f1eba4c48e03f07a3c67a1796d7fee,4.3
9dbeac3f949061060ffe8af59372b0e0,
f190223e205dd16897fb545ea198c99f,4.3
cb1297d7531260a39c14ac84a06b64a5,4.5
26c435f81f4b4a17e7f0630591b1181a,2.3
f62afa21c954ab3b541260d5ddeb7b9e,3.8
4ab4ca9f476c2f738d6865da004399f6,3.0
aea58cb491eaaec72570e042e828a5a8,
5d7eed0f38784dd5edbde95d9191cdfe,
9230b837c53814917359c23b591de1a0,2.1
8676e95b88d86c16cf247011bf9a0cd8,4.4
7644b479cdb09305a291f26c6924d3b1,3.4
9f54b985583a94ca5239ecec2a9a6224,4.9
415407143fa0ee1fe83e324db3a92832,3.3
30651927aa8ea0b2b3996044890c2068,3.6
2a9e5b989192540bd518e284c6831090,3.7
9af0f4ffde95a1ac1a7348268080052b,2.8
fb83857bba14a5d2e11a720c7ace0556,4
8bb8a5ea871d1ca1d7d82f8df88ac98b,4.3
aaa5eeccbdbe0bd6911d451f0fcaa1a4,4.5
1c3718e51ece38a1f30fb39f7dc62b47,3.8
469a338c500233cfeb35f22005a83a70,4.1
87fe3dc4bf218bdd9cbc1f0b5e393080,4.1
f6a3809a1bfd410220b3e65375cecad1,3.0
c6a5b75ad33f698759e8ca8f0d2e0a17,4.4
a213caaf56bcb88b9f3b681e5f93a476,2.4
a3a3f7c1a8e00f3cde81999b1ef14f53,4.6
b54b4848fffcbfa67a07bfbc9b20eb9c,
2b3096e51e39be1d85d05a3420587dfc,.7
25be249c3ee75b86d152054254dc8e75,4.5
344b25921f3f14c3cd4e7f254ceb255a,5.0
5d2f1e9bfcc49d11d5cf0b17cdc820f5,2.5
e8bf1d75e6231cb8a204515990451914,47
3c52e304a83db6f00ff35fb3e3fb4483,
237fed914dfe86d40d60f087968954a3,5
532067f5d8ed7fe66dcd51925d061fc3,4.2
b9281c84e1866def62d72b171eaa77d9,4.3
41e500bbede1d3b74e9d7e9e97314872,3.6
9c303beccef5555c88a15f026ea90d7e,4.1
1a0c5c1ac61dbe566249079df41f34d5,4.6
858a101969b6c19d05052c1d60b887d9,4.9
97cd8bd245ea62c091a8484a03a560c5,
7b6779726b1617b6276b893df52886af,3
83631637cf49e709fc97d392fb76e8f8,
47f2ebde7da889c3fc3cefd982a23b43,3.9
1ab1543df6259275b7cb160cf3a0f1c4,3.3
6b2d5e68be529bc94bf275343d965a67,4.3
1ba2f943ae965d6df4360c40438b9ae6,3.5
a2ab1a4bd07e9c762d810294ccc37345,.
26198c007263bdf60a3e6fb47a06c965,3.7
7d84b660c3cb93f5c426b1165d76e55a,2.1
9222ab8122c55b4a3f1f13d1b80eda84,3.2
86b8245d851503d2cda90bbbdd4abd48,4.3
20efe4951f1a4b996cbf4e2ebb3462ed,4.3
ef9d42eee9bda77b4b38561afb7ca665,4.4
ce6001b1f0293f2bc8fbb3e4812eea34,4.4
4ab877e9c3e194e4d0cfa22d8505348a,4
700e6296753c70e92f6219f60b697ffa,
bac3b2d5611cf37d6916bfb62870cb61,3.4
66ad8f171c27b76aa97461f4a8b2c4f1,4.5
f3040fb1e741f8d2f7dee4d4689d846d,4.6
27f46dda18e13779c75b288cbbc50141,2.6
f541b135caeef1dd79136df511376716,4.3
1f137ece8edbfb65e4f702ca585b9640,3.5
a4e88b6a50085344c4483b3a25b002f9,3.6
f69e92e8309b3e556ed296e40cb61623,4.3
4ce50d71dc047de7f6a760c4f5bcb249,4.1
414f98019078729555b4168d56a8532c,4.2
f79377634a891c03d174f43e8a264b6c,4.4
accd9eb2d9757cd62c00881e937d3dfb,3.6
e269891554f0ba2375c8bf6335f94533,
211774a25da35d035b2090d36f65cda1,3.8
4746438bb54707b839f0324619d5d0e4,2.6
f1c759a7f78b767522eac77b34e732ad,4.4
c5b24ed9a863eb761136e4cfce92e9d7,4.5
f95ec18fd911f0ce5e40aee69bd656bf,3.3
595c55b9faa10c3ac390d46ef4810472,15
5ea4207078202fb85ed61cef7fe2dc7e,4.0
bdb16322287430b0cadad23d43b9d5bd,4.1
6bed66a0cc239d8a3bf649adb39c8b2f,3
0c3ed8dbc82da78414cf519f2f014e61,3.5
72ab17770e05ce5f57d5ea9dd3930ebf,4.8
bf66c0757f0a5fb81b0afc77b3d2aa52,3.2
47914c2904d346ecbf7acc62296a6e26,2.9
0814112a1de6f7d4ebd67d9a32045a2f,1
2a8739c94a8d0474f38ac97b02f020ca,.
73296b626d6bdd23aa066ad3cb7b9a1c,4.1
e4fee9371b2132be20480e14c2c8f4a2,2.8
3a0d612792ec949cfb125331ac4773c3,3.4
fa2b4323b256084e0112c337bac5bc2b,4.8
be277548ccd4b3d46fd2850cb939e822,4.2
f008a1c3825c21ec3894fce4a273ddf2,3.8
4c8897ce2b5846601a57e6437145bdcb,4.1
b22698b9b6d51da87897f374382c75d9,36
09214146830ea9ab85681dae934b9a38,4.2
21bbc6f675aa9335c5777b6415bc1f59,4.9
692c7312c305914b4f125de2c9a850ce,4.9
bcbf2bb400eef5caa2bc9a4b4236a7e1,3.9
633755f56926cbd558685143647524e4,3.7
dea9c178abf6392c95ed96a2d0289c7f,3.8
04c0c7eddaec0c9e5dd1619f2404b7d7,4.2
c0cc214446dadf28d17e7043477bdca5,3.8
21501b015ab9d8519e617ff8cc170090,4.0
dea6c0a66542c7b4816f5c5c3758107b,4.1
ab703b1a78fd2fdfe3e04a3b8b5a0858,3.3
b62bb1e10f87701de741047d3e73b7cc,4.3
cd521f3cd5a6172f742eacaa257a3af5,.
138c96f1877a15ba373da56e1286d7a6,4.9
ff37537684f01621f8d2b85175270299,
e749facbbbfe3fec5201cc9fb9e7f981,4.0
15a23926c63806170a1c26ba904e9e38,47
72a13b657d9402cee8b418791b677b8a,4.1
5f6cd729800dc99044756b740f93b374,
caa796910792b8502853f421e8764b0c,1.3
1685f1e9835387f47876eacb076121f6,3.8
530880985f7e2d9f009e64c54e72c0c8,3.0
02b948d413f3d01346dfa85e72d5d0ac,3.2
0b8d7c3c25581da16702dbb9703b9cd3,4
99f48ea19f25f693a6b2836213a7bd93,4.2
a4f7f9e7340d5bd133bf0d38407990fb,4.1
0425149460661aeb59db557bc2bae21b,3.7
5b885f5b145c42a6a8e6238b5fbead6f,3.8
e76b26803101709c2e320ca56961e81f,4.8
562e3afca8aca36f838caa75fda2614c,2.7
0a35fa004ede3fcd83823d3fec5f0a15,
814061b62052014fd07f5a2f95f52ece,4.0
2d5e4a0a00692d6f49d209c1970be2ff,3.8
ff1a72e3064b706a3b7036ed814ab7f0,4.9
4665ebe7f5c1d63e9ef24ab4907a9206,4.6
1e187218b0edd341e092fca63ab9bacd,4.9
ce6c2fc360c850024bd4d25521420854,3.5
0330bf33d9b50eddd1c74db76cd1f051,
89bf65b422c116662ef3a0f95afd8686,3.1
5ebd627b5c79eb1b2b0085ddc15fdaa0,"6
.."
ffc76a5ab38cf5acc45d42d628d05ca4,4.4
ec2452e9374a0addb46f1e6aad082009,3.9
bcece9618bb27e06332488cdc4b6d4b6,4.0
7bccee1402cc5629dbf9267267733310,4.5
b950fab70dc9d99d38cfd4dee187a293,4.2
6215cc89f16bbc6e895f3df6c3554af4,30
19d94a08a3b76414ba719e0bacee9bed,4.2
a1950ee0c74b45d9230c2dcaccbdc399,2.3
cf96b69cfe66a6d46ab02842a95709bb,
6f044e0a8abf76f5a51bcc4493bc37c8,4.3
4526ca64195e6ebd59212ee541887200,3.8
9c4ab2724b65b211d4e127c8abfaf1cf,3.4
f74ef3c65023f959a18b680bff14e1e0,3
9aa82d64596f5ed1617fabbd416e7c86,3.3
dbe9c71d138c02e8479c3c02564abcc8,
690be0fa074c30a91cea9ec506603ae6,3.0
fd0a27a95c5236638edd0d0e689e5184,3.0
aea5005375e93f020ec1eed776747afa,4.5
44108cdc8e77630a29eeac8f8cddf49f,4.3
94b30dc8e885231eb6f02a5a8b0b22cc,4.0
ad5f2dde3183eed6bbe1331e9c625ba7,2.3
ee41e204c8afd96b96b966f551c0c43c,3.9
c8f2bad1b1a5f344d20624b69b154211,4.9
3426ab0302d1115b3f95ac3c27e72e1b,4.6
39c7db161b5fdaf49855579134d0b3f8,4.3
b904b5b0f717ccf1bf006c59e37f4fc2,3.9
bdc0b3aa8c0a840a7deb092b1a7884d5,4.3
1a3cc6a1d7001f5151872d51ebd489a3,3.9
37b97d8273aabf8d5fe08450a3ce1dec,3.0
c956bad0295cd6eb1590294271b45024,3.5
9e5d22786a7db0c17f0812ba9e7db958,2.7
83805771ef2916425efb023be7f61468,
f456717f5c095ab04a1732b0ab754052,4.4
8bf00e639e58da4d2821216d59f3491e,4.2
b7ded5c404b3ddbf75439c3b01b3bb2b,3.8
488d71a78eaeb011d79086d3f9c24b9f,4.9
438011370d918d938553a523585b6abc,2.9
6959d2b459d9053072249b06a74d3ac9,4.3
b8b1839a5272818265b67f80edab9bba,4.4
67a3669f942172c68aa3222aa6b22c4c,3.0
5d4789a8e61375c7876291b13c899686,3.9
17da19f230eeb9265cd16bcd24b3303b,47
22e08a906d4b1667a16ad8df0e1665c3,3.0
29ca038cb458c7adae7d8c14bf954f35,2.8
a4e5abd48092d42a70fdfd8c2a5df1ec,2.8
d9d0b85929240079cd34ff457d019104,3.4
0e8b56ec2cf9121f4ef7a26980e647b1,3.4
3e5369d12625da5d86a7e36b411d0025,47
412c31986be607a5ba60ffb263787a45,3.8
b99d307a07222eaf7d34f2b56f787832,3.3
69f19eb641fb8b2a00099f11ca6394fc,4.3
8afe24909933d4646425b69d03752d49,3.5
f260b958e15dd091fa639607d953e555,2.9
7067b9a74a76a8fe1fdec96f524e6518,4.1
5a1e9e92aa741bb1ebfb76843db1c8d6,4.1
3999bffdffe23b80eca9a78a0f151075,3.8
06b2d8487b513b774db5c672c1d2e1b6,3.9
22f765900221139bd665a262e550ff64,4.0
43a9d360dabeffe09e900ab1ad873350,3.7
ced8f74298b3d4b960e25d8be43dcd87,2.4
807b036bd5ea7a478b2bc2229f161cdf,3.0
c26101a3d9dd58e716fcf1807703d729,3.2
3e77b546ef32125411f0fceb5f43b211,3
d07cfdc3626a2c29cfc0c7dfc63d0c40,3.3
dd651c182b5112928af3bb562b545a19,
17df9b4dc89fb2d74cd25ed1b5d64c3b,3.8
04e7baaefe2dba0b0748453e76db636e,4.0
183673a5a71d2705d2a52bccf997f23f,4.4
7a33eaef25b49fa4347c54aa24222add,4.2
f26c4cf60f013584ff0c24716b6299ae,3.4
10f0f1da528814503710c1f6328a9b2c,2.7
8045d3cdefd596eb566968a57645cd5e,45
e30b445463102bd22da901cfa1659073,2
1abae71e2885412c36ca46f404887ac8,3.2
b1c35d670ccaf83bc66df69a27bf147d,
b7c6dfe581ee0ccad575c99ebf2e2868,3.9
f0b37790ed63f833b70af9c2e6ee6a5e,47
2bd0b28afe10f9f65c3e23f47e19c5d8,4.3
c1fb2ba577fafa189bf974b81a2c628d,4.6
512e09a32d8abcdfdaf9ed3473fdb0c9,3.8
5e7c751787b7ef247616fbea5194ee2d,4.1
451635911a2a94ffd489db2944707efe,2.3
09c6211fc8adf2fab6d84b1cfeec4425,2.9
d1f4e504ea2966b0f3f8b7e0294286eb,3.
455f6cdb8904ff069fd2020915cd6582,4.1
65a4edc806f001340df675bb0af8646b,2.8
b131941a31285e33e54b3fb4fb7689c5,2.3
55d85e3aea348d05c4af968b44b16f04,46
4f4c581c8e6c3c96fbc72408adce36c6,4.6
679a0a4b82a8f8ee0fa12ff1429b4805,4.1
a7113bb362a9783f77f4a3c2d5913529,
f4c7825645e3111c3488624bda14ad9a,2.7
0fdf49b74acd45cd6edd1f30ec68438d,
a22a1050bbe2c0f5bf4a4b93091a83dc,2.9
a9bac50e13a1b059be15e1932ee8fdb2,6
b878239c66b2cd6863cd9cb401c3339e,4
b72f4dced7ead3858348dee85cf43034,4.5
e2f929ed3ad4d4456c41e4b94a8cad79,4.
24b55cb2400cea6131a8cd6cd4f87559,
9c575283ca275f0ef00deb676c6cc755,43
f4eab50018a815290013c2f2c86adaed,4.3
648cf99a7f670da0b906348c400c42a3,2.5
43296457a0a7d3ed48ff3b42c644419a,4.5
2214332f8c976ea0207b4c6496f5ddf0,3.2
fade70d5f850be7982984ce50d545d21,.0
7b72ce0049ec250952e0f0e273ce8eb7,4.4
c64d9c985f7efc79e26b49168fcee48d,3.9
328e2474fb7fef0b1210356071399089,3.6
bf667cc1e6d955275417748cd52c8fd3,
e339f6db932ff4f17c8a393050096f3b,4.8
ae79699af2780a7734052f8f29b38864,4.6
8bfd53356472ee92b3b74f093f49f75c,4.4
c816caa0e90c0b936d89dfb1a938ae77,4.3
5ef77eda39107c61029f5db143c305f5,.6
a824aea8f31590ce932c2eebc6797642,4.2
b4e9c60017f9ef154c8b8895c6c62367,2.5
cb803175531e398237f64c3444272358,3.7
c34375631bdbc59ed4ee57c162aab86a,4.2
f86407af1164743b63a8e7cc4d823254,3.5
73162a6746b1e519de24e1a3d3b440eb,2.6
839a5ac4da338b799302035370c19cb6,4.4
55fa9a019c413ff129842f1135bb56b2,3.2
52434225fdc615c43e3d8f87288aca38,4.5
e8a9013e6291ba4b3ea8ce25ea8a1f4b,3.7
8c1f910eb2381d618b97c3cf1d0d6804,3.5
215ea30e134d0d3e75d5c73b5a995ce1,
e5ef48fa4b248eaaa4b4eead00989049,4.5
bc24af908cd50743d038d4f6a64bb692,3.1
c5f43126282b4c5c423c750ba7f04398,3.7
33aa952900f604b608182296e7f261d1,
78659c171f044403ff6d588457ddce5c,3.5
8462f8ad31e699259ec979b082fa9ff1,4
6e09e2388af16190bb98f3735b94561f,9.0
b70c8277439b6cb4307594553a861050,4.6
6e9d696fe5563d52316978e1f07dad3b,3.7
e97253f9415fd32c40b701d8d53b585a,3.8
e2e57beef57fcb6237ff65213d544e26,4.0
1bef1a43d6f0c2ff0832b7fe4bee7b83,2.6
be39a2886b4dd716393d16267a65701b,3.6
f633711036029300f9f818396d1fd0ab,3.7
c62fc7da87af6aff84292a39b60d52c7,3.6
d83134101002c86dcb9835628a7bd7e6,4.6
6dc4ad19c2871238732cb912b5b35791,3.1
3668f63d57c99b796e6ac96b1359d5a1,4.4
a8d4e3bab5ab6ff22ed49bc6016155d8,3.7
0a152a243d2b5cd9c13d834e34aa6806,4.
a0596cde87baa5283f96ba894ff58cd2,3.9
c67e3d1e33c3b44be1e31bb35a45b8ec,3.6
e125f0c003ae7bc3aabd2c5d8e65bdc1,
ba15e48ccd578455c2bcba219fb30c63,3.5
64a2845169548405ae8e0911f9d4d987,4.3
168e21e147114ad60d7b5e6b6d7adb93,23
f8375beb8d5f21e803e079349732cd0b,1.5
849b3d2aee68c1cea531f14fb2a84979,4.0
8b62a0fdde056a8fde4ad5f885b88525,4.2
22d2ec0509ca9fcb1d33842bcb77425b,4.2
3e58e11a2e48b60098b2ea014e547017,4.0
43de1110c7ed56bf21e2231da8e7a3b7,0
366e6a9c1b6fe76a4294a4be7ada251b,4.6
298d52ab1c3ef764bc91addeac1f78c7,3.9
c995c5c406d34fe3055f4bab17ff8249,4.3
5004b5f6b9350c2c073ad0f721e2b9d8,3
48c538e9117878816f888579a161fbe7,4.8
5824b30ff23bd4a9dc45008877b0adc5,4.9
698e814e9517e426d1ad402f46b0ce18,
e71fc5307277410c8b0d59947e53e3eb,4.0
963b3163863388f4ae5876ca07968460,3.4
30c77e888039e80c460ad4c3c3280ea7,4.4
ef16bbd5ba69f84d5fd1ae7c124c86b0,3.9
0ba1a40a9b61a3aa6deeb5b086a5af9b,2.0
77280fb8999b1c09f7f8042b8e04ef58,4.2
0277e2df5be27da2b21e6a668193bef2,30
32f4ced5b1c0b20d3671a9d6fd27a387,3.6
a5a8ada5cbfb84b2b4b543261d01cf86,4.5
a78703331db83ff525dbd06e3aef835c,4.3
8891e00c8b75620631f35e1422fd7805,4.8
fb7e43b1543f8e4a49b2eb0e4dfe1832,4.6
a7f8f078bc68cdc963efbbb2e120419a,4.2
660de5535c33d231bb4f1a7280b6595c,43
66a57a5f1b2fb7be5c0dae0f88cc1a3e,2.4
b20c3c4ddca48df76d87e58a5d743dc1,2.1
91ae4cbb71d2c9aa58758b99a1965101,2
c10ebb02957d7daa67c06c30648468d4,4.5
7cfa2b138437f59ad044c6782f77c920,4.7
569ebb413b0eccb7715ec4a4871fdd30,4.8
e55fc5385dfc0959942905dfa2d25eb9,2.0
d0b51a4109db4a1161e30cea387be661,3.9
ab2a2c361251198357018da4476246bf,
4cfcd671cae81637596a00446d5aecf8,4.0
ad0702b2991be50626cde34212b87353,1.3
9ad3a9523a82bd6ad0210a8522064dab,
ad97dec30803ca4ae11653cfe4104d04,4.1
7ae5571d541e0833881fac960504255c,4.2
1fb2b7ec57f6d0d8575edafca70266a1,3.5
1555d5e817b45e6cd33e1f6eeea17048,4.3
35d733984192631edb00577f2fc5b269,4.7
0cfeb62e529dbae0f83a38636e1fc519,
841da28512ff214d0f764c8f33c30f37,3.1
e354dd008042ca7823a0ae83fc16e672,4.2
4cf0dc58510e82e4987cda6129100134,3.4
470010183746b87892c2691920abc99c,4.3
c4d66d930cb0227d39be4c519c5ecd28,
8db905ef1f8e594b096a82abcc9223a6,4.3
6fe66fac8341a76baa327591e58257bd,4.5
7d1293acc1cfcc3a947dcdd91b813c7f,.4
1feadbd4ba9784ff192fb9091d15bc0b,2.0
cd7a50f83f72255eea408d11a321c201,4.1
064db065c857ad23f48a8c0913872eb3,3.8
4534298003ab19548d57b6c0950f3c83,4.9
1a772ba2868ec57aff65784c4228641f,4.4
06733151287332a478a639a6319650be,4.5
7ec4701880ed79eb5b78ae6265d87ae1,5
2710cd0433b59df047c8606998cd2d46,9.0
c111513ceb808c4890ecb8ddc5d289a3,4.1
6657bddcf483a60ed65feae871ea9129,47
4c2e0d1fe51599f7ad56b339cd6130b5,22
8bcc98686ee9fa89f57d0fb1bfc556a8,3.2
4d00ca49122d8f749a7f9f53ea257e80,4.5
aa340c89ada5c1498bdd862cbc07c49e,3.8
b630cec331b2fe3389ba9dcace1e116a,3.6
e08a444da9a8cab466968338cce7894e,4.0
fdfb6c13554f676be20892063e57e3ee,3.4
7baff6d6800755e92a3ab88881af77f8,4.6
d85ac9ceb69041b84257bae289910bc1,5.0
4d1a7be1893fc5460d501bda9c5e45db,2
4e3e66bf9638476ad08b247527c9b0dd,3.5
5f66b1c67a0f829d5405bdefb14c6ea7,4.1
4ab7cc1de821a062b59d308785252d98,4.
167797459e54bbca0ff9592a1efe6f27,4
94d6a20bea7cbfb4c474c59a6912f328,4.2
053f308836785de980ce38f2094f850a,4.0
d7d617c8248ba1c501fb524446209f9e,4.3
63182cc912aa08a8b229ea2696b6a956,4.1
917eea3c8d987d39047c19e01df4fd4e,4.4
d6eb0c8ba425c198f7a80b33066edcce,4.6
06836362e54f3f52b8f2e8c400e6e99a,3.2
28e4de19abd12a2a70dbfb9014083b29,3.5
96ea8990e5a16514c6d2de08f77d3b55,2.0
133c8ed53d1d2f008272090d400dd482,4.3
211fe8f3cc8d42a3d45f234b0dcf839e,4.6
e727a2d397995a8a2241277485f34d21,3.0
92a39e1fd5e91e723ead39a3287d5f7c,
4a6857d9fb41eea5a7b0a522c80d6609,4.3
799975d10d2758cb328cd0bfc0c4c95a,4.2
13f60833a586f6858c064e156c1508d8,4.4
38197bf1f679872aae2604ab66bae0b0,4
ac038f2d401d60348246ae1561951667,3
a893fcd7541da793ff524ecc961a6235,0
02ad6ce3c5fe79be26294999f473d33b,4.3
5158b5d126bd49ab5ebe239da6090037,4.2
8226f66b98f131ebef9a0d1c539565c4,3.5
a12e6decf813cc5068d4f4bb3c4f37c2,4.3
37ec325e9f342b7d0d13c0c1935713cc,4.0
8a9ae3067e0680a621b770d0e4abd409,
a997828a101e9dea770c05d0c86350de,4.3
b460bc8916a1ab8ba34de9b0ecaebe43,4.3
97917ed1b59fece906e4774795d4cb1a,4.9
e4f90f299038edf1a99384b37853936b,3.6
818f4daf110b53763773693c50559c39,4.
3855195e31dcdce02755a54c4b1bd1fa,
c7773f6cb1951c08b6acc06fbb113719,3.2
1b47d60f9b221a227a817d899edfeeaf,4.0
069c9d6a65c340d5c3819be7f0826f54,4.5
d03292ffe2aa89b707dafd7bcae4032a,3.7
dc6d5f32cf5f4275fe270fb804a37677,4.9
00289407b61d95f1e28af452e7894fb5,4.2
7404f2bfdc0b71e6417b9f22ca892340,2.9
5c000967d8bf7550e10087b8de094ebf,1
528d151151c560cd7ee93150119ecb06,4.9
4f6e8acb27daaa1981353b70a6eff8d7,4.9
f3fb22169c83d8cabdc5d97a1e3a5909,3.0
5a217a3f7b5c5881f7b6c0968f9aa878,3.9
3c3db994f9625f2597396fcc63e84271,1
23eeeabbadc426e7b6c0762a898da32d,4.9
37a1d1c74755d66615a2eaf75bf82b04,3.8
e80b93beef7882f9813ec312cbe44f67,3.6
1ed544a61afc70e2c7e8457a8ba58f71,3.5
983ad797c0397e16257b1e8fc67afe3c,3.0
9e6d0e5ed2071548e7371ae59a52a877,4.3
6f32500a21447f03b213d00402f4c713,4.6
8bd56dc66e8a96fa9a440b8cb653ee10,2.8
b9d5f96c51fb0e1ba66db2f8a650d03d,4.3
ac01591c1532e67089548c9155e56e3e,5.0
d7abc052c11081115af278a20845cfde,
a2a837049bc5c0859c934fffa5d788e9,
fde56ec2f35f974c728a63425080fea3,4.0
5efef78c9e41f28e378b7f4d940cbe1e,4.2
5205032c2a75f41131ed9924c066c951,3.0
69a91da86c8393ca5cc9e3dcd596524f,".
. ."
2ca2b817f878cfa10ec0a9d406c8f404,3.7
476ad6b15c9727811d378cb8d0688859,4.0
e7539a8f1531af6dc3bb392facf897fb,3.4
522b0c3d510c7aeaf92577ab406b7097,7
40836c626e1237c3b3539b3e6fd8d480,3.6
c3085051daed2c5b2bb959bb8e6ee19d,3.5
8fc89553559566330868a6c9f6cac97d,
7798fd788be217f690213dc1ef7199db,1
03bf93066f5f7fcfd9033fa11bffff93,4.1
e91616253f8ad919504bfec2d8cec858,4.6
17eca3d70c865216ba83102f79b2a080,
e387f7653b94c79468939be32b3852f0,3.9
61f492ec805de9417406eaf5b407dac7,4.5
21d37de5ef19c24365278caad14838b9,3.6
cd1155edeac294d5406f4633b63b879c,4.2
60b5e22553b4eb18c2cf3b3dd8e99827,4.0
a69d5e3734684d57d4acb4e3629d3b75,3.2
9891c501b76f412881020d826c474f98,4.0
e5a6a3163d3a94d3023e7007e6a5da59,3.2
621c137dc40edee1ff867ab052a5cb4d,4.7
6e154e3b995a75aca6f45b32100edc6f,3.2
61d7065a180364e0ed7d71177988d759,3.0
89ebaa38de33370cfdee8f3334ccc21d,4.4
a28b7ba9e25406db30f7dfecf02d6a2a,3.7
35851393e7c057e1821de1f6e11b727a,2.9
937e38d4bdb80a8e381cc3d94e3b274c,3.0
1d84f450b7cdc66f762053fc5e2d308b,4.6
512f2babfda15422d0c27af68cbb8915,4.3
d78b5639d33062330abf335c7c2f8126,4.1
7896fe196f1f2224c843435baaafa95c,3.6
03f508ead06f5d840f4931824bfd6abe,3.9
cb92da09e61b3b36b5206463aedc8992,4.9
c9a6eb614f0835da15074395ab9a5b6a,3.8
e5364eada08d950f6e740cef96fc4d6b,4.2
1558b1f2e05d1f6b4a5cf7c941a4c2e5,4.0
94c5a12add1db069ce71c80397dbc433,4.1
0e56d6d3b1ca6e4a30c86a84b13c3f19,4.9
c991fb06b651b8687a624ca66520562c,1.2
89774cfcd5af65541cee1e968f32fc98,3.7
370eca3cec7f20ba50fd7fc832dee76b,3.3
8e2d8b1fde98accf3f8422759e254da6,4.9
66fd165d4f6c2fd9d2e7f262f1645525,4.3
ed91caa14392604a85a03f7a9c6cb154,4.5
4c8abab265dbb2c216dcaa58b3285e9d,2.8
6f6d1a8dbc41424564e92d5009ac857d,3.5
f0de197d99ee858f0fdaa3fe657ffbd4,4.2
6e45167dac04f543612c100c9a50ccac,
1e4a410363641b34a6460c9a80ec418c,47
e0b477e2c45c58b3913f939149c94570,"7
."
72786cb3cefd79b9e99b821576afcac9,4.2
dae8655371ba0ba24c7b04fd8299145c,40
808a750d5a4373384661b1b5ffac432c,3.3
c7ff657db659373203abef6bf5b66456,4.1
3f6f7645fab993a8f49a5dce97e8d76f,3.0
74cd7042fa2b9b1d90b290172b938d30,3.7
7fbe0d9e742ea8aea41c9d617ed51dce,4.2
913bff2c95acbc85256930c5a3da1278,4.9
bcd9d60c405bc522c269a65d0077dd8b,4.3
b47773d7ac1fbf3818a35dc3fbb683af,3.7
8bcd41c908c2e66145738628608c0006,4.5
901b9fe982349354b4432562d1e3a640,19
8df13918e23e0342ad2a65e8efa04d0c,4.3
440b271a2c0c4b43487037d352bf669e,3.7
9bf99ae5cd1e99e4a4732cf1fb1028e5,3.7
340549f84617f49ad7a0252d0bd88c15,47
2a6bfb00aef4b72bad764d30b75d98b1,3.9
29db832475eb83226686243ce0b1af78,4.3
fd6c95f2f960c1c30ed7a6bb8baf9424,4.9
967b752cf586194e9f01eea064cf4bcc,3.7
896fd554970f1c09cc701ea9e5bb4bc2,3.7
5fe9711d6f98d5d8ba3b2884234a0ea4,5.0
ad28ae95e775c992b7faa30c9f2e5378,4.4
84dde4b7701f1c8a5e704ab2b3383e91,3
7c9ab8ab06b96a33e5a80a06af6fdb6d,4.5
337013453c8f8917fa3ccb4399c93eb9,47
c1274392b75d4e04ff5c2f94cfed2061,
950a4c50db45c89baed0de5c90f70e35,
088062775236437fc651e45811ded6f1,".
. .
."
